0	Unclassified
4071	k__Bacteria
173	k__Bacteria	p__Bacillota
209	k__Bacteria	p__Bacillota	c__Bacilli
1184	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales
3803	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae
99	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Ectobacillus
9	k__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Candidatus_Troglogloeales	f__Candidatus_Manganitrophaceae	s__Candidatus_Manganitrophaceae_bacterium
2	k__Bacteria	p__Nitrospirota	c__Nitrospiria	s__Nitrospira_bacterium_SG8_3
2	k__Bacteria	p__Nitrospirota	c__Nitrospiria	s__Nitrospira_bacterium_SM23_35
1	k__Bacteria	p__Nitrospirota	c__Nitrospiria	s__Nitrospira_bacterium_SG8_35_4
0	k__Bacteria	p__Nitrospirota	c__Thermodesulfovibrionia
0	k__Bacteria	p__Nitrospirota	c__Thermodesulfovibrionia	o__Thermodesulfovibrionales
0	k__Bacteria	p__Nitrospirota	c__Thermodesulfovibrionia	o__Thermodesulfovibrionales	f__Thermodesulfovibrionaceae
1	k__Bacteria	p__Nitrospirota	c__Thermodesulfovibrionia	o__Thermodesulfovibrionales	f__Thermodesulfovibrionaceae	g__Thermodesulfovibrio
1	k__Bacteria	p__Nitrospirota	c__Thermodesulfovibrionia	o__Thermodesulfovibrionales	f__Thermodesulfovibrionaceae	g__Thermodesulfovibrio	s__Thermodesulfovibrio_aggregans
1	k__Bacteria	p__Nitrospirota	c__Thermodesulfovibrionia	o__Thermodesulfovibrionales	f__Thermodesulfovibrionaceae	g__Thermodesulfovibrio	s__Thermodesulfovibrio_sp._RBG_19FT_COMBO_42_12
24	k__Bacteria	p__Thermodesulfobacteriota
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria
10	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales
178	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae
38	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	s__Desulfobacteraceae_bacterium
9	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	s__Desulfobacteraceae_bacterium_IS3
6	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	s__Desulfobacteraceae_bacterium_4484_190.1
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	s__Desulfobacteraceae_bacterium_4572_35.1
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	s__Desulfobacteraceae_bacterium_4572_87
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	s__Desulfobacteraceae_bacterium_SEEP-SAG9
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	s__Desulfobacteraceae_bacterium_Eth-SRB1
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__Desulfobacter
3	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__Desulfobacter	s__Desulfobacter_postgatei
2	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__Desulfobacter	s__Desulfobacter_sp.
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__Desulfobacter	s__uncultured_Desulfobacter_sp.
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__Desulfospira
5	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__Desulfospira	s__Desulfospira_joergensenii
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__Desulfobacula
2	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__Desulfobacula	s__Desulfobacula_toluolica
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__Desulfobacula	s__Desulfobacula_sp.
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__Desulfocicer
3	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__Desulfocicer	s__Desulfocicer_vacuolatum
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__Desulfamplus
2	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__Desulfamplus	s__Desulfamplus_magnetovallimortis
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	s__uncultured_Desulfobacteraceae_bacterium
16	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	s__Desulfobacterales_bacterium
8	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	s__Desulfobacterales_bacterium_S3730MH5
5	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	s__Desulfobacterales_bacterium_CG23_combo_of_CG06-09_8_20_14_all_51_8
4	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	s__Desulfobacterales_bacterium_S5133MH4
2	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	s__Desulfobacterales_bacterium_GWB2_56_26
2	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	s__Desulfobacterales_bacterium_RIFOXYA12_FULL_46_15
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	s__Desulfobacterales_bacterium_SG8_35
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	s__Desulfobacterales_bacterium_SG8_35_2
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	s__Desulfobacterales_bacterium_CG07_land_8_20_14_0_80_52_14
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteriaceae
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteriaceae	g__Desulfobacterium
19	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteriaceae	g__Desulfobacterium	s__uncultured_Desulfobacterium_sp.
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfosarcinaceae
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfosarcinaceae	g__Desulfosarcina
3	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfosarcinaceae	g__Desulfosarcina	s__Desulfosarcina_alkanivorans
2	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfosarcinaceae	g__Desulfosarcina	s__Desulfosarcina_ovata
2	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfosarcinaceae	g__Desulfosarcina	s__Desulfosarcina_widdelii
2	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfosarcinaceae	g__Desulfosarcina	s__Desulfosarcina_sp._BuS5
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfosarcinaceae	g__Desulfatitalea
2	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfosarcinaceae	g__Desulfatitalea	s__Desulfatitalea_sp._BRH_c12
2	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfosarcinaceae	g__Desulfatitalea	s__Desulfatitalea_alkaliphila
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfococcaceae
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfococcaceae	g__Desulfonema
5	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfococcaceae	g__Desulfonema	s__Desulfonema_magnum
2	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfococcaceae	g__Desulfonema	s__Desulfonema_ishimotonii
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfococcaceae	g__Desulfococcus
3	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfococcaceae	g__Desulfococcus	s__Desulfococcus_multivorans
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfococcaceae	g__Desulfococcus	s__Desulfococcus_sp._4484_242
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfosalsimonadaceae
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfosalsimonadaceae	g__Desulfosalsimonas
4	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfosalsimonadaceae	g__Desulfosalsimonas	s__Desulfosalsimonas_propionicica
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Candidatus_Magnetomoraceae
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Candidatus_Magnetomoraceae	g__Candidatus_Magnetomorum
4	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Candidatus_Magnetomoraceae	g__Candidatus_Magnetomorum	s__Candidatus_Magnetomorum_sp._HK-1
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfolunaceae
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfolunaceae	g__Desulfoluna
2	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfolunaceae	g__Desulfoluna	s__Desulfoluna_sp.
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfolunaceae	g__Desulfoluna	s__Desulfoluna_butyratoxydans
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfosudaceae
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfosudaceae	g__Desulfosudis
2	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfosudaceae	g__Desulfosudis	s__Desulfosudis_oleivorans
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfatirhabdiaceae
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfatirhabdiaceae	g__Desulfatirhabdium
2	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfatirhabdiaceae	g__Desulfatirhabdium	s__Desulfatirhabdium_butyrativorans
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfatibacillaceae
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfatibacillaceae	g__Desulfatibacillum
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfatibacillaceae	g__Desulfatibacillum	s__Desulfatibacillum_alkenivorans
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfatiglandales
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfatiglandales	f__Desulfatiglandaceae
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfatiglandales	f__Desulfatiglandaceae	g__Desulfatiglans
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfatiglandales	f__Desulfatiglandaceae	g__Desulfatiglans	s__Desulfatiglans_anilini
2	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales
6	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geoanaerobacter
68	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geoanaerobacter	s__Geoanaerobacter_pelophilus
8	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geobacter
15	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geobacter	s__Geobacter_sp.
3	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geobacter	s__Geobacter_sp._SVR
2	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geobacter	s__Geobacter_sp._AOG2
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geobacter	s__Geobacter_sp._OR-1
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geobacter	s__Geobacter_sp._DSM_9736
2	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geobacter	s__Geobacter_hydrogenophilus
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geobacter	s__Geobacter_grbiciae
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geobacter	s__Geobacter_argillaceus
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geobacter	s__Geobacter_pickeringii
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geobacter	s__Geobacter_anodireducens
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geobacter	s__Geobacter_benzoatilyticus
15	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	s__Geobacteraceae_bacterium
4	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	s__Geobacteraceae_bacterium_GWB2_52_12
2	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	s__Geobacteraceae_bacterium_GWC2_58_44
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	s__Geobacteraceae_bacterium_GWC2_53_11
5	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geomonas
2	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geomonas	s__Geomonas_sp._RF6
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geomonas	s__Geomonas_sp._Red32
2	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geomonas	s__Geomonas_anaerohicana
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geomonas	s__Geomonas_oryzae
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geomonas	s__Geomonas_terrae
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geomonas	s__Geomonas_edaphica
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geomobilimonas
6	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geomobilimonas	s__Geomobilimonas_luticola
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geomesophilobacter
5	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geomesophilobacter	s__Geomesophilobacter_sediminis
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geotalea
3	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geotalea	s__Geotalea_uraniireducens
2	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geotalea	s__Geotalea_sp._SG265
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Trichlorobacter
4	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Trichlorobacter	s__Trichlorobacter_lovleyi
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Pelovirga
2	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Pelovirga	s__Pelovirga_terrestris
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Pelotalea
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Pelotalea	s__Pelotalea_chapellei
2	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Desulfuromonadaceae
4	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Desulfuromonadaceae	g__Desulfuromonas
5	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Desulfuromonadaceae	g__Desulfuromonas	s__Desulfuromonas_sp.
4	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Desulfuromonadaceae	g__Desulfuromonas	s__Desulfuromonas_sp._TF
4	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Desulfuromonadaceae	g__Desulfuromonas	s__Desulfuromonas_sp._DDH964
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Desulfuromonadaceae	g__Desulfuromonas	s__Desulfuromonas_sp._SDB
5	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Desulfuromonadaceae	g__Desulfuromonas	s__Desulfuromonas_versatilis
2	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Desulfuromonadaceae	g__Desulfuromonas	s__Desulfuromonas_acetexigens
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Desulfuromonadaceae	g__Desulfuromonas	s__Desulfuromonas_acetoxidans
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Desulfuromonadaceae	g__Desulfuromonas	s__Desulfuromonas_thiophila
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Desulfuromonadaceae	g__Pelobacter
2	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Desulfuromonadaceae	g__Pelobacter	s__Pelobacter_propionicus
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Desulfuromonadaceae	g__Pelobacter	s__Pelobacter_seleniigenes
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Desulfuromonadaceae	s__Desulfuromonadaceae_bacterium_GWC2_58_13
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Geothermobacteraceae
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Geothermobacteraceae	g__Geothermobacter
13	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Geothermobacteraceae	g__Geothermobacter	s__Geothermobacter_hydrogeniphilus
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	s__Desulfuromonadales_bacterium_GWC2_61_20
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	s__Desulfuromonadales_bacterium_GWD2_61_12
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	s__Desulfuromonadales_bacterium_C00003094
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	s__Desulfuromonadales_bacterium_C00003096
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	s__Desulfuromonadales_bacterium
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Geopsychrobacteraceae
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Geopsychrobacteraceae	g__Malonomonas
4	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Geopsychrobacteraceae	g__Malonomonas	s__Malonomonas_rubra
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Geopsychrobacteraceae	g__Geopsychrobacter
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Geopsychrobacteraceae	g__Geopsychrobacter	s__Geopsychrobacter_electrodiphilus
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Geoalkalibacteraceae
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Geoalkalibacteraceae	g__Geoalkalibacter
3	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Geoalkalibacteraceae	g__Geoalkalibacter	s__Geoalkalibacter_ferrihydriticus
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Geoalkalibacteraceae	g__Geoalkalibacter	s__Geoalkalibacter_halelectricus
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Syntrophotaleaceae
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Syntrophotaleaceae	g__Syntrophotalea
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Syntrophotaleaceae	g__Syntrophotalea	s__Syntrophotalea_carbinolica
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Syntrophotaleaceae	g__Syntrophotalea	s__Syntrophotalea_acetylenica
0	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfovibrionia
4	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfovibrionia	o__Desulfovibrionales
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae
114	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Fundidesulfovibrio
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Fundidesulfovibrio	s__Fundidesulfovibrio_magnetotacticus
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Fundidesulfovibrio	s__Fundidesulfovibrio_soli
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Fundidesulfovibrio	s__Fundidesulfovibrio_terrae
7	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio
7	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__Desulfovibrio_cuneatus
3	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__Desulfovibrio_sp._JY
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__Desulfovibrio_sp.
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__Desulfovibrio_sp._X2
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__Desulfovibrio_sp._S3730MH75
1	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__Desulfovibrio_sp._UCD-KL4C
3	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__Desulfovibrio_inopinatus
2	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__Desulfovibrio_piger
